"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"votemaryfitz","2019-07-03 16:48","0","6","Mary we opposed the privatisation and actively support the reintroduction of municipal waste collections.  We identified it it as an objective of our #DublinCityAgreement2019-2024https://twitter.com/m_gilmartin/status/1146403136036311040 …","","","#DublinCityAgreement2019","1146445683806941185","https://twitter.com/votemaryfitz/status/1146445683806941185",""
"1GaryGannon","2019-06-14 09:48","26","139","I’ll be happy to support this motion- the remunicipalisation of waste is included in the #DublinAgreement but it may require Cllrs choosing not to erode the tax base by 15% each year. Rather, we can ringfence that money for public services such as municipal waste collection.. https://twitter.com/DaithiDoolan/status/1139224607016325120 …","","","#DublinAgreement","1139454625864736769","https://twitter.com/1GaryGannon/status/1139454625864736769",""
"jonathan_egan","2019-03-25 22:39","0","0","Try Gama Bomb as well if you like Municipal Waste","","","","1110310199787749376","https://twitter.com/jonathan_egan/status/1110310199787749376",""
