"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"JerryMoloney1","2019-07-03 22:59","0","6","We’re producing supposedly the best produce in the world from grass low carbon footprint etc and receive one of the worst prices in Europe for it and were told to produce more 🤔🤔","","","","1146539100843008007","https://twitter.com/JerryMoloney1/status/1146539100843008007","🤔 🤔"
"Bordbia","2019-07-03 13:16","1","4","Strong attendance at #Moorepark19 where Bord Bia are on hand to answer queries on reducing your dairy carbon footprint, village 7 #SDASpic.twitter.com/LS44Dr5Dps","","","#Moorepark19 #SDASpic","1146392246285164544","https://twitter.com/Bordbia/status/1146392246285164544",""
"fiannafailparty","2019-07-02 11:50","5","3","We have concerns with standards. It doesn’t make sense to be importing beef of a lower standard than is currently produced here in Ireland.    It’s also terrible in terms of the carbon footprint of South American beef.     It makes no sense to transport beef thousands of miles pic.twitter.com/fST6G3OFFX","","","","1146008229715070978","https://twitter.com/fiannafailparty/status/1146008229715070978",""
"coregan999","2019-07-01 13:31","0","0","Best of Luck to the 2 new lads .... helping @MCallanan1 reduce his carbon footprint 😂😂","","@MCallanan1","","1145671389602557952","https://twitter.com/coregan999/status/1145671389602557952","😂 😂"
"drsophiemurray","2019-07-01 10:22","0","14","Today’s task: train -> bus -> plane -> train -> bus -> @rasnam2019! Not a great day for my carbon footprint 😅😅 #NAM2019","","@rasnam2019","#NAM2019","1145623815457824770","https://twitter.com/drsophiemurray/status/1145623815457824770","😅 🤦‍♀️"
"Ordinaryman13","2019-06-29 19:58","1","0","This is not about protecting farmers it's about underming a quality product by a rich conglomerate friends of FG FF ,  Big Irish farmers will hold ther own  We need Beef that is not pumped with a lethal cocktail or burns up more of our Carbon Footprint to make FG,FF friends richer","","","","1145043772293734401","https://twitter.com/Ordinaryman13/status/1145043772293734401",""
"davitts12","2019-06-29 09:46","0","3","Your gvment goin taxing farmers for their carbon footprint you say it’s an eu directive now the eu is letting in beef that are grazing where the rainforests were.Can Irish farmers now scrap testing and all the high cost traceability forced on us.Your disappointment makes me sick","","","","1144889923532709891","https://twitter.com/davitts12/status/1144889923532709891",""
"john003","2019-06-29 00:35","0","0","Amazingly farmers get no carbon credit for grass...It is not calculated in the carbon footprint for farmers...However we all know from  school grass takes in CO2 and releases  oxygen.. It sequesteres carbon...  .","","","","1144751120843182080","https://twitter.com/john003/status/1144751120843182080",""
"GrumpyFarmer80","2019-06-27 12:12","1","8","@ciarakellydoc people who want to eat meat should and people who would prefer to eat leaves should too but I would love to know the REAL carbon footprint of food i.e. including hedges and permanent pasture for carbon sinks and the carbon cost of shipping avacdos from California..","","@ciarakellydoc","","1144201861282639873","https://twitter.com/GrumpyFarmer80/status/1144201861282639873",""
"GrowersGrain","2019-06-26 22:03","4","8","Our Carbon Footprint per acre  compared to other farming sectors is very low , at least 10 times less on GHGs compared to Dairy . Food for thought for our policy makers in the new era of environment prioritising ? @agriculture_ie @RichardbrutonTD @creedcnw @farmersjournalhttps://twitter.com/teagasc/status/1143934489032351744 …","","@agriculture_ie @RichardbrutonTD @creedcnw @farmersjournalhttps","","1143988198433054721","https://twitter.com/GrowersGrain/status/1143988198433054721",""
