"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"kforfitz","2019-07-10 17:09","0","3","The pension abatement is a killer!","","","","1148987516105777152","https://twitter.com/kforfitz/status/1148987516105777152",""
"irish2witter","2019-06-19 00:10","0","1","From an accountant's perspective, flying should be considered as an investment rather than discretionary expenditure.  What's the carbon abatement potential return on your flights?  On many prob high.  On others, webex would be a lot higher! 😜","","","","1141121053567135744","https://twitter.com/irish2witter/status/1141121053567135744","😜"
"olivergburke","2019-06-04 12:34","0","0","EU audit questions environmental benefits of beef data scheme.(BDGP)  The scheme is one of a range of measures to address carbon neutrality in agriculture as part of a wider strategy on abatement, sequestration and displacement of energy sources.    https://www.independent.ie/business/farming/beef/eu-audit-questions-environmental-benefits-of-beef-data-scheme-38175863.html …pic.twitter.com/kEfpZXLVgo","","","","1135872524791767041","https://twitter.com/olivergburke/status/1135872524791767041",""
